id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
45305964,Lumpini ville Nakhon in - River view studio Cozy,177103834,Thanat,,Bang Sue,13.83689,100.5033,Entire home/apt,388,360,0,,,1,365,0,
8975471,[Monthly] Plum Condominium Paholyothin 89,46549310,Chakree,,Don Mueang,13.96994,100.61852,Private room,5000,300,0,,,1,362,0,
27934,Nice room with superb city view,120437,Nuttee,,Ratchathewi,13.75983,100.54134,Entire home/apt,2034,3,65,2020-01-06,0.51,2,362,0,
27979,"Easy going landlord,easy place",120541,Emy,,Bang Na,13.66818,100.61674,Private room,1405,1,0,,,2,358,0,
31508092,Room for rent good and cheap,223483764,Huangseng,,Bang Na,13.66075,100.57991,Private room,700,1,0,,,1,365,0,
28745,modern-style apartment in Bangkok,123784,Familyroom,,Bang Kapi,13.75232,100.62402,Private room,800,60,0,,,1,365,0,
41974619,The Condo where is near Ratchada Night Market,332276347,Natchaya,,Pra Wet,13.64739,100.68069,Entire home/apt,1000,7,0,,,2,90,0,
33165418,Best Bed Dorm room,234305099,Best Bed,,Lat Krabang,13.71311,100.7395,Shared room,370,1,2,2022-06-06,0.05,4,365,1,
35476,"Near to BTS Onnuch, Airport, Depart",152689,Virinya,,Suanluang,13.71089,100.60424,Private room,857,5,0,,,3,365,0,
35780,Spacious one bedroom at The Kris Condo Bldg. 3,153730,Sirilak,,Din Daeng,13.78823,100.57256,Private room,1943,5,2,2022-04-01,0.03,1,365,1,
30940185,Saen Sabai Hostel (Queen Room for 2),106712116,Nakarin Mo,,Lat Krabang,13.70681,100.73608,Shared room,800,1,0,,,4,365,0,
35807,The escape Condo,153749,Waraporn,,Bang Na,13.67307,100.60768,Private room,2034,1,0,,,1,365,0,
596329491465864431,Comfortable Bed in our Mixed Dorm//FREE BREAKFAST,150076566,BaanChang Guesthouse,,Lat Krabang,13.70018,100.73345,Shared room,445,1,0,,,8,365,0,
48736,Condo with Chaopraya River View,222005,Athitaya,,Rat Burana,13.68556,100.49535,Private room,1664,3,1,2014-02-03,0.01,1,365,0,
679928782624253560,Cheerful 2-bedroom home for up to 6 people,471757920,Punyapak,,Lat Krabang,13.7060106,100.7927006,Entire home/apt,8500,1,0,,,1,365,0,
55681,Sathorn Terrace Apartment(61),263049,Tor,,Bang Rak,13.71934,100.5176,Private room,1150,2,27,2019-01-03,0.19,9,365,0,
15749636,Plum Condo Phaholyothin 89,101795333,ิฺBoonruab,,Don Mueang,13.96915,100.61891,Private room,900,7,0,,,1,365,0,
55686,Comfy bedroom near River pier & BTS  Taksin.,263049,Tor,,Sathon,13.71802,100.51539,Hotel room,2500,2,208,2019-12-02,1.47,9,263,0,
59221,budget hotel bangkok near subway,284095,Mimi,,Din Daeng,13.77941,100.57383,Entire home/apt,910,2,3,2018-07-30,0.02,2,365,0,
15822754,Wide space@Nontaburi/special price pick-up service,91931301,Tan,,Bang Sue,13.84345,100.50907,Private room,900,14,6,2020-01-24,0.12,2,311,0,
62217,Luxury@swimpool/FreeWiFi/nearJJMkt,302658,Srisuk,,Phaya Thai,13.79152,100.53982,Private room,4438,1,0,,,1,365,0,
677353890259503051,Lovely room 1 unit bedroom Mega Bangna,28831691,Dara,,Pra Wet,13.64303,100.67986,Private room,390,30,1,2022-09-16,1,2,340,1,
34540682,Na Siri Lakeview,145451770,Narutchai,,Pra Wet,13.68988,100.72714,Private room,881,1,2,2020-01-27,0.05,3,94,0,
66046,"24Flr- 1br Apt near JJ, MRT, BTS",323158,Sue,,Chatu Chak,13.82298,100.56484,Entire home/apt,1479,2,9,2020-03-04,0.10,4,365,0,
37280603,태국 방콕 수완나폼공항 인근의 빌라,280658557,Hakjin,,Bang Na,13.64817,100.64624,Entire home/apt,2657,1,0,,,1,358,0,
105042,Central Bangkok 3 Bedroom Apartment,545890,Henry,,Khlong Toei,13.73378,100.56303,Entire home/apt,6065,28,148,2020-01-07,1.11,1,362,0,
28617896,317 Doble Lake Condominium BD.1,53629224,Gyp,,Don Mueang,13.92835,100.54368,Private room,2800,1,1,2019-07-22,0.03,1,365,0,
113744,River View - Ivy Condo (1 Bedroom),578110,Muay,,Rat Burana,13.68568,100.49231,Private room,1479,30,0,,,1,365,0,
118118,Pan Dao Condo 5 min from BTS On Nut,596463,Dustin,,Khlong Toei,13.70441,100.59968,Entire home/apt,1849,2,3,2013-10-09,0.02,1,365,0,
40546180,"cozy stay+City+MRT near Chatuchak,Pool&gym,kitchen",236102145,Jetsada,,Bang Sue,13.84256,100.51071,Private room,590,7,0,,,2,363,0,
121410,"MetroPoint Suite Room, Near Airport",610315,Kasem,,Bang Kapi,13.76747,100.63287,Private room,1190,1,0,,,3,365,0,
145343,Boutique Rooms Near Bangkok Airport,703944,Parinya,,Lat Krabang,13.721868,100.771713,Private room,1200,1,24,2022-08-23,0.25,1,362,10,
38912416,Na Siri Lakeview,145451770,Narutchai,,Lat Krabang,13.70556,100.73,Private room,900,1,0,,,3,94,0,
156583,Studio near Chula University/Silom walk to MRT/BTS,58920,Gael,,Bang Rak,13.7285,100.52313,Entire home/apt,1000,30,62,2022-03-31,0.48,2,150,1,
28442286,Into The Forest Resort,214716463,Nuttiti,,Pra Wet,13.65097,100.68231,Private room,2700,1,1,2018-11-17,0.02,1,365,0,
159854,Deluxe one Bedroom Condo w.Pool-GYM & Sauna 8-7,766443,Gerd,,Vadhana,13.74293,100.55603,Entire home/apt,1664,3,209,2022-08-16,1.60,3,314,4,
166267,1Bed apt. near Chula University/Silom near MRT/BTS,58920,Gael,,Bang Rak,13.72733,100.52555,Entire home/apt,1200,30,68,2022-08-05,0.53,2,335,2,
31630528,Privated room with bathroom in House/near Mega,230855823,Picha,,Bang Na,13.66046,100.65885,Private room,3600,19,1,2019-01-21,0.02,1,90,0,
169285,Stay at the ROARING RATCHADA!,806600,Frances,,Huai Khwang,13.78118,100.58349,Private room,1405,1,0,,,1,365,0,
21742464,คอนโดบ้านสวนธน,104357504,Gina,,Bang Na,13.63967,100.65642,Private room,600,1,0,,,1,90,0,
169514,2br apt in Sukhumvit Asoke near BTS,729617,Kanchuya,,Vadhana,13.74464,100.55784,Entire home/apt,1849,90,0,,,1,365,0,
15538134,ติดถนน ศรีนครินทร์ มีที่จอดรถ,99964274,Wiboon,,Bang Na,13.63677,100.63429,Private room,598,1,0,,,1,365,0,
172332,Tranquility found in busy Bangkok near new skytran,822284,Rae And Charlie,,Bang Sue,13.83148,100.52102,Entire home/apt,1500,3,21,2019-02-20,0.18,5,177,0,
596297923679621815,1 BED in 6 Bed Mixed DORM at SUVARNABHUMI AIRPORT,150076566,BaanChang Guesthouse,,Lat Krabang,13.69921,100.73415,Shared room,445,1,0,,,8,365,0,
43685495,Minimal 1 bedroom condo near Don Muang Airport,295657940,Anun,,Don Mueang,13.96727,100.60176,Entire home/apt,710,15,4,2022-09-13,0.51,3,178,4,
185364,Beautiful Wood Bangkok Resort House,889670,Narumon,,Nong Chok,13.779,100.83671,Entire home/apt,9246,1,0,,,1,363,0,
24125536,NEKO CONDO 5-10 from BTS Bearing,176702546,Mai Sorawat,,Bang Na,13.6529,100.64648,Private room,2490,1,0,,,1,364,0,
241416,Sukhumvit52 near SkyTrain to BkkCBD,960892,Vajirune,,Phra Khanong,13.70169,100.5977,Private room,2404,3,0,,,1,365,0,
31724471,Pretty Room in Townhome/near Airport,232850085,Tom,,Pra Wet,13.66186,100.66075,Private room,4500,19,0,,,1,364,0,
6318630,Townhome with 1 bedroom near Suwannabhumi airport,31830759,Ekanat,,Lat Krabang,13.71678,100.73494,Private room,1280,1,0,,,2,365,0,
296960,Luxury&Comfy wthWifi walk-distance to Subwy-Malls,175729,Mitch & Mam,,Chatu Chak,13.80926,100.56892,Entire home/apt,962,358,56,2019-08-04,0.44,1,365,0,
308176,Basement-liked/quiet cozy room for young traveler.,263049,Tor,,Bang Rak,13.71897,100.51724,Hotel room,2000,1,33,2019-07-12,0.25,9,263,0,
9261590,Room to stay,30561018,TaaIcon,,Pra Wet,13.70935,100.72021,Private room,400,1,0,,,1,89,0,
313459,One Bed Room at Sukumvit 50 Bangkok,1611711,Nichapat,,Khlong Toei,13.71513,100.5683,Private room,2378,1,0,,,1,365,0,
588747731589033909,IKEA MegaBanga 5 minutes walk 2 bedroom pool n gym,57035485,Wilson,,Pra Wet,13.64671,100.67891,Entire home/apt,1935,355,0,,,3,365,0,
320014,2-BR condo near BTS on Sukhumvit Rd,843854,Anshera,,Khlong Toei,13.7281,100.57318,Entire home/apt,1849,30,66,2019-12-04,0.51,1,181,0,
18079707,Studio Near Mega Bangna + Airport Room#2,67420091,Kerati,,Pra Wet,13.65606,100.67303,Entire home/apt,555,1,22,2022-08-18,0.33,4,337,3,
384924,Oasis in the heart of Bangkok,1667508,Siriwipa,,Ratchathewi,13.74902,100.55652,Entire home/apt,555,90,94,2022-08-31,0.77,1,156,1,
42218308,Welcome 欢迎您 to homelike corner room condominium,231099080,Manee,,Bang Na,13.64989,100.6046,Entire home/apt,899,30,1,2020-03-20,0.03,2,365,0,
385278,Nice River View Condominium 30 sq.m,1928343,Chanvit,,Rat Burana,13.68426,100.49841,Private room,1664,1,0,,,1,365,0,
21085323,Muangthong Exhibition area,25323907,Ramida,,Lak Si,13.91324,100.54461,Entire home/apt,1000,1,2,2019-09-22,0.04,1,365,0,
385979,Monthly rent 2Beds/2Baths quiet APT at BTS,1681901,Pornpan,,Khlong San,13.71905,100.50414,Entire home/apt,1747,30,80,2020-01-28,0.64,1,364,0,
35759290,Lucky Friday,155878520,Fluke,,Lak Si,13.87423,100.53151,Private room,370,1,0,,,1,90,0,
390611,Sukhumvit apartment near Nana BTS,807406,Hollis,,Khlong Toei,13.74052,100.55237,Entire home/apt,851,1,185,2022-07-19,1.46,1,171,10,
393066,✺✺99 feet in the sky✺✺,1927968,Evan,,Sathon,13.72062,100.54707,Entire home/apt,600,1,426,2022-09-07,3.44,24,363,7,
397449,Cozy Studio Apt near Skytrain.(72/74),263049,Tor,,Sathon,13.71782,100.51622,Private room,950,1,37,2019-06-08,0.29,9,365,0,
9241265,Room for Rent  The BasChangwattana,48026569,Tippy,,Lak Si,13.8998,100.54216,Shared room,4643,1,0,,,1,365,0,
405662,"Asoke: tasteful, modern 1BR condo",1425515,Peter,,Vadhana,13.73816,100.56495,Entire home/apt,1300,28,30,2022-05-12,0.24,2,140,3,
28231133,CleanCosyRoom301@Ngamwongwan 25mins from DonMueang,102984411,Pak,,Lak Si,13.85837,100.54075,Entire home/apt,450,1,14,2022-08-06,0.30,5,78,4,
407381,3 minutes walk to Phrom Phong BTS,1463818,Amporn,,Vadhana,13.73675,100.57191,Entire home/apt,3994,7,17,2015-04-01,0.14,1,84,0,
37433623,ฺBRIGHTON,248345247,Tanapachcharapon,,Bang Sue,13.8485,100.51368,Entire home/apt,900,7,0,,,1,150,0,
428360,Spacious Studio kitchen/wifi,2129668,Wimonpak,,Yan na wa,13.69673,100.53202,Entire home/apt,1220,200,35,2019-03-04,0.28,40,365,0,
428421,2. Bangkok bright Apartment 201,2129668,Wimonpak,,Bang Kho laen,13.69935,100.52723,Entire home/apt,700,365,40,2018-10-24,0.32,40,365,0,
428907,1.Bangkok great value Studio WIFI,2129668,Wimonpak,,Bang Kho laen,13.69977,100.52652,Entire home/apt,888,365,14,2013-11-01,0.11,40,271,0,
428950,BKK City Fab Luxx Studio free wifi @1194,2129668,Wimonpak,,Bang Kho laen,13.698,100.52886,Entire home/apt,700,1,122,2019-09-29,0.98,40,365,0,
5463396,Take is easy to stay home,28336864,Kob,,Bang Sue,13.85833,100.52224,Entire home/apt,1800,1,0,,,1,365,0,
430691,5. Bangkok Bright Apartment -WIFI,2129668,Wimonpak,,Bang Kho laen,13.70068,100.5228,Entire home/apt,720,365,26,2016-11-05,0.24,40,365,0,
430703,"6. Bangkok nice, cosy Apartment 201",2129668,Wimonpak,,Bang Kho laen,13.69925,100.52624,Entire home/apt,890,1,47,2022-08-13,0.39,40,365,2,
430706,7. Bangkok big bright Apartment 402,2129668,Wimonpak,,Bang Kho laen,13.70086,100.52276,Entire home/apt,1224,365,8,2013-06-28,0.07,40,365,0,
24921484,The MuchRoom Bangkok @ IMPACT Muang Thong Thani,188321982,The MuchRoom,,Don Mueang,13.91617,100.55504,Private room,700,2,0,,,1,90,0,
432004,STUDIO-WIFI-RAIN SHOWER-SATHORN,2148220,Marvin,,Sathon,13.71922,100.5255,Private room,1553,1,14,2017-02-23,0.12,3,365,0,
27753226,sleep here  Impact (Y),74833096,I'm,,Lak Si,13.91598,100.53928,Entire home/apt,1900,3,0,,,7,179,0,
439051,Luxury Riverview Teakwood Apartment-Great Views :),2122791,Maam & Hermann,,Yan na wa,13.67317,100.54406,Hotel room,1664,2,120,2020-02-28,0.95,1,263,0,
449782,BKK Center Fab studio1150 free wifi,2129668,Wimonpak,,Bang Kho laen,13.69832,100.52434,Entire home/apt,929,1,59,2019-12-22,0.47,40,180,0,
27752357,Sleep here impact (ใช้ห้องเล็ก),74833096,I'm,,Lak Si,13.91386,100.53902,Entire home/apt,1307,10,0,,,7,179,0,
449826,Loft by the Church w kitchen/wifi near Sathon,2129668,Wimonpak,,Bang Kho laen,13.70218,100.52254,Entire home/apt,670,365,38,2018-03-31,0.32,40,365,0,
25784653,Great location 1m.IMPACT Arena Muang Thong Thani,23095505,Allan,,Lak Si,13.91095,100.55169,Entire home/apt,698,30,0,,,1,364,0,
450464,9. Bangkok Mini Stylish Studio 205,2129668,Wimonpak,,Bang Kho laen,13.70039,100.52806,Entire home/apt,850,1,37,2020-01-04,0.38,40,365,0,
491533,Furnished room near BTS Sai Yud,2390075,Mam,,Bang Khen,13.88682,100.59841,Private room,370,30,1,2021-07-05,0.07,2,333,0,
12494276,Private room in bangkok free wifi,50362142,Tassanee,,Bang Na,13.654,100.60268,Private room,500,5,11,2017-12-13,0.14,1,328,0,
527553,"Beautiful Apt @ Ratchayothin BTS, Free Wifi",2592798,Nokina,,Chatu Chak,13.82841,100.57103,Entire home/apt,1073,2,24,2018-07-22,0.19,2,0,0,
23672728,Condo for rent Impact MuangThong T3 Pak Kret,176795569,Suporn,,Don Mueang,13.91549,100.55594,Private room,620,3,0,,,7,0,0,
534241,Stunning 24th Fl Terrace Penthouse!,2625384,Mike,,Chatu Chak,13.80994,100.5651,Entire home/apt,4438,30,0,,,1,365,0,
38686620,👪Family Room/3 bed ⏰10min Airport 🏪24h check-in,293318777,Tj,,Lat Krabang,13.7164,100.7159,Entire home/apt,850,1,8,2020-01-01,0.22,10,364,0,
580270,✴✴Colorful Room with Soaring Views in Center BKK✴✴,1927968,Evan,,Sathon,13.72062,100.54707,Entire home/apt,600,1,87,2022-06-17,0.92,24,345,5,
39354646,"70 Metres from MRT purple line, easy to get in",300234444,Piyadet,,Bang Sue,13.84985,100.51709,Entire home/apt,600,60,9,2022-07-27,0.28,1,58,4,
581755,Brand New room near Airport Railway,2864425,Urcha,,Bang Kapi,13.75056,100.60844,Private room,1405,5,1,2013-12-03,0.01,1,364,0,
605314,☀ ☼Sky bedroom with a smooth life view☼☀,1927968,Evan,,Sathon,13.72061,100.54706,Entire home/apt,600,1,424,2022-08-29,3.46,24,299,8,
605343,✬Sweet Dreams in the Center of Bangkok@Sky House✬,1927968,Evan,,Sathon,13.72062,100.54709,Entire home/apt,600,1,223,2022-09-04,1.88,24,350,3,
26236779,Cozy room near IMPACT Arena / Government Office,51709162,Rose,,Lak Si,13.89673,100.55219,Entire home/apt,1500,3,2,2018-08-20,0.04,1,0,0,
40297116,👪FamilyRoom🔥30%Off🔥2bed/K Size⏰10min Airport🛩,293318777,Tj,,Lat Krabang,13.71451,100.74043,Entire home/apt,850,1,1,2019-11-28,0.03,10,365,0,
608624,Big Jacuzzi+BTS/BRT+wifi 100mbps,2940438,Kinifrog,,Thon buri,13.71699,100.4783,Entire home/apt,1500,10,0,,,17,358,0,
40297192,⭐️1 Double/2 Twin🛏🔥30%Off🔥10min BKK Airport🛩,293318777,Tj,,Lat Krabang,13.71451,100.74043,Entire home/apt,650,1,2,2020-01-08,0.06,10,364,0,
656852,"Peaceful, Cosy & Stylish",3309213,Liliane,,Vadhana,13.72455,100.59553,Private room,1072,30,1,2015-04-16,0.01,1,292,0,
40412124,"BKK Studio w/ Double Bed, 15min to DMK Airport",293318777,Tj,,Sai Mai,13.94229,100.63699,Entire home/apt,800,1,6,2022-07-23,0.18,10,365,2,
52926185,Economic @Unio 72 Studio Near BTS Bearing Station,164360750,Salina,,Bang Na,13.659304,100.597565,Entire home/apt,370,183,0,,,2,32,0,
688013,1 BR Near BTS WIFI/POOL/FITNESS (B),1780407,Feb,,Bang Na,13.67926,100.61655,Entire home/apt,808,29,146,2022-02-28,1.21,6,304,1,
42406745,Udelight Unifly MRT Free Wifi,294535679,ณัฐพัชร์,,Bang Sue,13.85766,100.51917,Entire home/apt,549,20,0,,,5,21,0,
691478,Studio ๏ Affordable comfort,3533863,Sarasinee,,Phaya Thai,13.78887,100.56009,Entire home/apt,1000,30,4,2012-12-15,0.03,5,365,0,
691526,Studio with kitchen @ Ratchada,3533863,Sarasinee,,Phaya Thai,13.79032,100.56145,Entire home/apt,1360,1,0,,,5,365,0,
691540,SN Suite with 1 Bedroom,3533863,Sarasinee,,Din Daeng,13.78829,100.56171,Entire home/apt,1000,3,0,,,5,365,0,
15990562,Bliz Condominium Bearing,80483297,Kwanchit,,Bang Na,13.6542,100.60542,Entire home/apt,666,1,19,2018-12-14,0.28,1,1,0,
691554,SN Suite with 2 Bedrooms,3533863,Sarasinee,,Din Daeng,13.78841,100.56233,Private room,2000,3,1,2019-08-11,0.03,5,365,0,
907553,"BTS Phyathai/Airport Link, top floor views!",4861469,Kostas,,Ratchathewi,13.75409,100.53552,Entire home/apt,3830,7,0,,,1,270,0,
715652,Cosy 1 bed room service apartment!,3687435,Avinash,,Din Daeng,13.78777,100.56551,Entire home/apt,925,1,6,2015-10-18,0.05,1,365,0,
909514,Newly Renovated 3BR Suite 146sqm BTS Thonglo,4877320,Nisa,,Vadhana,13.73958,100.5865,Entire home/apt,5473,3,252,2020-02-23,2.17,2,365,0,
722291,"1 bedroom apartment, Center Bangkok",1810415,Egidio,,Sathon,13.72109,100.53915,Entire home/apt,1073,300,35,2022-06-17,0.32,3,143,3,
915293,One bedroom suite with kitchen@ center of Bangkok,4913308,Attakorn,,Parthum Wan,13.74551,100.54235,Entire home/apt,2800,5,0,,,1,312,0,
722660,"Bangkok View, Luxurious 1 bedroom,Sathorn.",3734436,Chok,,Sathon,13.70644,100.52544,Entire home/apt,1294,21,0,,,2,365,0,
723070,"One Bed apartmentm,The Seed Mingle condo, Bangkok",3734436,Chok,,Sathon,13.72075,100.53993,Entire home/apt,1664,21,2,2018-12-05,0.04,2,364,0,
729015,NEW River Condo Center BTS temples,3785867,Julia,,Khlong San,13.72077,100.51202,Entire home/apt,3291,360,37,2018-04-30,0.31,2,364,0,
920116,1Br 5mins walk to Airport Link Hua Mak sky train,4836941,GrongGaew,,Suanluang,13.73786,100.64065,Entire home/apt,1442,30,11,2017-12-30,0.14,4,90,0,
923795,3BR 300 SqM Apt near BTS PhromPhong,4968824,Sanjay,,Khlong Toei,13.72468,100.56838,Private room,3000,1,0,,,1,365,0,
736372,Luxury Condo @ The Heart of Bangkok,3843977,Marc,,Vadhana,13.74283,100.58651,Entire home/apt,2108,180,0,,,1,365,0,
929624,Big Home stay and Thai lifestyle,5001761,Bell,,Saphan Sung,13.77072,100.6984,Private room,1849,1,0,,,1,365,0,
742497,Chao Phraya Rumors,3837874,Fr,,Samphanthawong,13.73989,100.50179,Private room,1849,5,1,2013-08-18,0.01,1,365,0,
933070,Yoong Thong Double Standard Room,1203066,Tienchai,,Min Buri,13.78318,100.74785,Private room,1620,30,0,,,2,365,0,
742693,New & Nice 1 Bed Apt Thonglor BTS,3888806,Nulek,,Khlong Toei,13.72062,100.58019,Entire home/apt,1849,2,0,,,1,365,0,
758667,Modern 1BR Apartment in CBD Area,1774390,Add,,Parthum Wan,13.7403,100.5483,Entire home/apt,2182,2,0,,,1,364,0,
933092,Rachapruk Twin Standard Room,1203066,Tienchai,,Min Buri,13.78115,100.7482,Private room,1620,1,0,,,2,365,0,
936765,Spacious 1 bed apartment close to BTS.,4785506,Ian,,Phra Khanong,13.68469,100.60719,Entire home/apt,1290,30,2,2013-04-17,0.02,1,87,0,
941803,Suite Room 1 at MetroPoint,610315,Kasem,,Bang Kapi,13.7703,100.63148,Private room,2034,1,0,,,3,365,0,
768019,Luxury 2BR Pool Villa /Cul-de-Sac (4 weeks +),2975807,Ingo,,Vadhana,13.73668,100.56693,Entire home/apt,4438,28,4,2015-08-11,0.04,2,271,0,
941865,Suite Room 3 at MetroPoint,610315,Kasem,,Bang Kapi,13.76872,100.63338,Private room,2034,1,0,,,3,365,0,
952677,Standard Room Decor do Hostel,5171292,Somsak,,Khlong San,13.7204,100.50757,Private room,700,2,4,2019-12-27,0.03,10,87,0,
801844,Big space in eastern BKK,121622,Anchalee,,Bang Kapi,13.75878,100.64988,Entire home/apt,555,4,1,2016-11-09,0.01,1,180,0,
959254,"Deluxe Condo, Nana, Pool/GYM/Sauna",5153476,Natcha,,Khlong Toei,13.71516,100.56806,Entire home/apt,1400,30,0,,,1,365,0,
808870,Chambre privée en condominium,4255924,Arnaud,,Khlong Toei,13.73684,100.55488,Private room,1500,7,0,,,1,365,0,
960858,"New, Stylish & Luxury Studio Condo",3769704,Pat,,Sai Mai,13.9077,100.64473,Private room,1500,1,0,,,1,365,0,
811670,Lovely quaint Bangkok home,4268095,Ann,,Din Daeng,13.78499,100.56958,Entire home/apt,2000,2,24,2018-01-02,0.20,1,364,0,
965722,Siamese Gioia on Sukhumvit 31,5265861,Chuchart,,Vadhana,13.74444,100.57003,Private room,1442,3,3,2018-12-24,0.05,1,364,0,
822214,Jade House overlooking Pool near new skytrain,822284,Rae And Charlie,,Bang Sue,13.83148,100.52307,Entire home/apt,2000,3,20,2019-11-25,0.17,5,177,0,
837342,Studio with breakfast ๏ Bangkok,3533863,Sarasinee,,Phaya Thai,13.78832,100.56145,Private room,1057,3,0,,,5,365,0,
969792,1 penthouse in central Bangkok,5297436,Anya,,Ratchathewi,13.7547,100.53268,Entire home/apt,3291,1,0,,,1,365,0,
851956,Great bright&spacious 1B BTS Onnut,4100838,Siri,,Khlong Toei,13.70486,100.60152,Entire home/apt,850,21,32,2021-12-15,0.28,3,265,1,
852063,2BR Apt. near Sathon Silom-free WIFI,4396467,Sujin,,Sathon,13.71972,100.54924,Entire home/apt,1693,30,23,2022-02-19,0.19,2,325,3,
973830,BangLuang House1 @ Bangkok Thailand,5325919,วสวัตติ์,,Bangkok Yai,13.73292,100.46413,Private room,2219,1,76,2019-12-31,0.66,3,351,0,
852308,วรภาดา น้อยพันธ์,4414621,Catroom,,Bang Rak,13.7318,100.52351,Private room,980,1,0,,,1,365,0,
976690,Beautiful 1 BR apartment @BTS Ari,5344120,Nattavut,,Phaya Thai,13.77931,100.54262,Entire home/apt,1400,15,88,2020-01-07,0.77,3,365,0,
854660,Nostalgic Thai House - The Villa,931710,Jeremy,,Nong Chok,13.77672,100.83851,Entire home/apt,9246,1,1,2015-09-03,0.01,2,365,0,
856426,Thai house overlooking pond & lotus,931710,Jeremy,,Nong Chok,13.77624,100.83931,Entire home/apt,3698,2,1,2016-03-10,0.01,2,363,0,
978531,Urban Oasis in the heart of Bangkok,5309669,Apiradee,,Sathon,13.72291,100.53759,Entire home/apt,5429,2,3,2018-12-18,0.03,3,180,0,
858311,"River view penthouse 30 Fl, 5 Pers,  taxi included",4491588,Donald,,Khlong San,13.72135,100.508,Entire home/apt,4200,2,243,2022-09-15,2.08,1,229,38,
858338,✩Vibrant street✩Cozy n Cool near MRT Silom/center✩,1927968,Evan,,Sathon,13.72065,100.54713,Entire home/apt,600,1,274,2022-09-05,2.34,24,353,10,
978969,"59m2 apartment, Thong Lor, Bangkok",5358785,Danny,,Vadhana,13.73224,100.57803,Entire home/apt,1738,4,5,2019-11-10,0.05,1,343,0,
861105,Home Sweet Home For Your Family near new skytrain,822284,Rae And Charlie,,Bang Sue,13.83235,100.5228,Entire home/apt,2500,3,37,2019-12-18,0.32,5,177,0,
863341,1BR Condo-BRT to BTS Chong Nonsi,4474838,Sue,,Yan na wa,13.67907,100.52887,Entire home/apt,999,28,26,2019-05-18,0.27,4,365,0,
863669,"2 BR - Near BTS, Wifi",4474838,Sue,,Khlong San,13.72162,100.5075,Entire home/apt,2404,7,89,2020-03-11,0.78,4,349,0,
985743,Room with city view of BKK,5309669,Apiradee,,Sathon,13.71803,100.54654,Private room,3500,3,0,,,3,363,0,
866152,Unit in relaxing garden setting near new skytrain,822284,Rae And Charlie,,Bang Sue,13.82955,100.52119,Entire home/apt,1500,3,0,,,5,177,0,
866329,Entire Studio center of Bangkok,4549405,Carlos,,Bang Rak,13.72479,100.53039,Private room,728,14,9,2022-08-27,0.08,2,337,2,
988373,BangLuang House 2@ Bangkok Thailand,5325919,วสวัตติ์,,Phasi Charoen,13.73122,100.46228,Entire home/apt,1795,1,91,2022-08-02,0.79,3,353,6,
993085,Cozy One Bedroom on Sukhumvit 68,5455196,Montonn,,Phra Khanong,13.68198,100.60611,Entire home/apt,1098,7,1,2014-10-13,0.01,2,358,0,
869715,Stylish 1 bed 3 min walk from BTS,4583001,Suchela,,Khlong Toei,13.7142,100.59233,Entire home/apt,925,120,0,,,2,365,0,
881208,New 1BR in Sathorn near Skytrain!,4549405,Carlos,,Bang Rak,13.72386,100.52563,Private room,800,180,0,,,2,365,0,
1005894,Furnished room in Bangkok Thailand,5532025,Nalin,,Chatu Chak,13.83101,100.57104,Private room,800,3,0,,,1,365,0,
888304,Cozy Apt @ Ratchayothin BTS Great Facility,2592798,Nokina,,Chatu Chak,13.83028,100.57065,Entire home/apt,925,4,9,2021-12-14,0.08,2,0,1,
1016487,Private room in Bangkok,5594281,Yodying,,Chatu Chak,13.82148,100.58326,Private room,350,30,0,,,1,365,0,
889909,Spare room in a gated compound,4721867,Annie,,Bang Na,13.65979,100.60643,Private room,700,1,4,2016-09-06,0.04,1,365,0,
1019241,Chic two bedroom for Monthly rental,3323622,Phoebe,,Bang Rak,13.72687,100.52725,Entire home/apt,2885,30,104,2020-02-20,0.92,1,365,0,
900911,Condo for rent The Room Sukumvit62,152689,Virinya,,Phra Khanong,13.68989,100.6096,Entire home/apt,1857,3,0,,,3,365,0,
904353,Cozy Studio Sleep3 at Phattanakan 26,4836941,GrongGaew,,Suanluang,13.73693,100.61644,Private room,1073,2,0,,,4,364,0,
1022215,2 br. Spacious Apt. at Sathorn,5386996,Parechart,,Sathon,13.70882,100.53546,Entire home/apt,3000,1,8,2019-01-06,0.08,1,365,0,
906203,1 BR on Srinakrin Rd. Parkland,4850305,Dujdao,,Bang Na,13.65441,100.64548,Private room,851,1,0,,,1,355,0,
1026451,"♡Chic Studio, Easy Walk to Pier & BTS Taksin♡",3346331,Bee,,Sathon,13.71192,100.51535,Entire home/apt,861,2,461,2022-09-12,4.04,7,291,18,
1630813,iSanook Suite Deluxe 45 sqm,8663142,ISanook Hotel,,Bang Rak,13.73232,100.52336,Private room,2700,30,8,2015-03-25,0.08,40,291,0,
1028469,One Bedroom Suite- WIFI- SATHORN,2148220,Marvin,,Sathon,13.71602,100.52663,Private room,2404,1,0,,,3,365,0,
1630920,iSanook Studio 32 sqm,8663142,ISanook Hotel,,Bang Rak,13.73241,100.52168,Private room,2100,30,23,2018-01-11,0.22,40,294,0,
